;Scopy version,f4beeb1
;Exported on,Thursday September 19/09/2024
;Device,M2K
;Nr of samples,3200
;Sample rate,100000
;Tool,Oscilloscope
;Additional Information,
Sample,Time(S),CH1(V),CH2(V)
623,-0.00977,1.0813,-0.00469681
624,-0.00976,1.04789,-0.00469681
625,-0.00975,1.04789,-0.00469681
626,-0.00974,1.04789,-0.00469681
627,-0.00973,1.03118,-0.00469681
628,-0.00972,1.04789,-0.00469681
629,-0.00971,1.01448,-0.00469681
630,-0.0097,1.01448,-0.00469681
631,-0.00969,1.01448,-0.00469681
632,-0.00968,1.01448,-0.00469681
633,-0.00967,0.997777,-0.00469681
634,-0.00966,0.997777,-0.00469681
635,-0.00965,0.981073,-0.00469681
636,-0.00964,0.981073,-0.00469681
637,-0.00963,0.981073,-0.00469681
638,-0.00962,0.964369,-0.00469681
639,-0.00961,0.964369,-0.00469681
640,-0.0096,0.947666,-0.00469681
641,-0.00959,0.947666,-0.00469681
642,-0.00958,0.947666,-0.00469681
643,-0.00957,0.930962,-0.00469681
644,-0.00956,0.947666,-0.00469681
645,-0.00955,0.914258,-0.00469681
646,-0.00954,0.914258,-0.00469681
647,-0.00953,0.914258,-0.00469681
648,-0.00952,0.897554,-0.00310976
649,-0.00951,0.897554,-0.00310976
650,-0.0095,0.897554,-0.00310976
651,-0.00949,0.880851,-0.00310976
652,-0.00948,0.880851,-0.00310976
653,-0.00947,0.864147,-0.00152272
654,-0.00946,0.864147,-0.00469681
655,-0.00945,0.830739,-0.00469681
656,-0.00944,0.830739,-0.00469681
657,-0.00943,0.814036,-0.00469681
658,-0.00942,0.814036,-0.00310976
659,-0.00941,0.814036,-0.00152272
660,-0.0094,0.814036,-0.00310976
661,-0.00939,0.797332,-0.00310976
662,-0.00938,0.814036,-0.00310976
663,-0.00937,0.780628,-0.00310976
664,-0.00936,0.797332,-0.00310976
665,-0.00935,0.747221,-0.00310976
666,-0.00934,0.780628,-0.00310976
667,-0.00933,0.763925,-0.00310976
668,-0.00932,0.763925,-0.00310976
669,-0.00931,0.747221,-0.00310976
670,-0.0093,0.747221,-0.00310976
671,-0.00929,0.730517,-0.00152272
672,-0.00928,0.747221,-0.00469681
673,-0.00927,0.713813,-0.00152272
674,-0.00926,0.713813,-0.00310976
675,-0.00925,0.713813,-0.00310976
676,-0.00924,0.69711,-0.00310976
677,-0.00923,0.69711,-0.00310976
678,-0.00922,0.69711,-0.00310976
679,-0.00921,0.680406,-0.00310976
680,-0.0092,0.69711,-0.00310976
681,-0.00919,0.663702,-0.00310976
682,-0.00918,0.663702,-0.00310976
683,-0.00917,0.680406,-0.00310976
684,-0.00916,0.646999,-0.00310976
685,-0.00915,0.646999,-0.00310976
686,-0.00914,0.646999,-0.00310976
687,-0.00913,0.630295,-0.00310976
688,-0.00912,0.630295,-0.00310976
689,-0.00911,0.613591,-0.00310976
690,-0.0091,0.613591,-0.00310976
691,-0.00909,0.596887,-0.00310976
692,-0.00908,0.596887,-0.00310976
693,-0.00907,0.596887,-0.00310976
694,-0.00906,0.580184,-0.00310976
695,-0.00905,0.580184,-0.00310976
696,-0.00904,0.546776,-0.00310976
697,-0.00903,0.546776,-0.00310976
698,-0.00902,0.546776,-0.00310976
699,-0.00901,0.530073,-0.00310976
700,-0.009,0.530073,-0.00310976
701,-0.00899,0.530073,-0.00310976
702,-0.00898,0.513369,-0.00310976
703,-0.00897,0.513369,-0.00310976
704,-0.00896,0.496665,-0.00310976
705,-0.00895,0.496665,-0.00310976
706,-0.00894,0.496665,-0.00310976
707,-0.00893,0.496665,-0.00310976
708,-0.00892,0.463258,-0.00310976
709,-0.00891,0.463258,-0.00310976
710,-0.0089,0.463258,-0.00310976
711,-0.00889,0.446554,-0.00310976
712,-0.00888,0.446554,-0.00310976
713,-0.00887,0.42985,-0.00310976
714,-0.00886,0.42985,-0.00310976
715,-0.00885,0.42985,-0.00310976
716,-0.00884,0.413146,-0.00310976
717,-0.00883,0.413146,-0.00310976
718,-0.00882,0.413146,-0.00310976
719,-0.00881,0.396443,-0.00310976
720,-0.0088,0.396443,-0.00310976
721,-0.00879,0.379739,-0.00310976
722,-0.00878,0.379739,-0.00310976
723,-0.00877,0.379739,-0.00310976
724,-0.00876,0.363035,-0.00310976
725,-0.00875,0.363035,-0.00310976
726,-0.00874,0.346332,-0.00310976
727,-0.00873,0.346332,-0.00310976
728,-0.00872,0.346332,-0.00310976
729,-0.00871,0.329628,-0.00310976
730,-0.0087,0.329628,-0.00310976
731,-0.00869,0.312924,-0.00310976
