;Scopy version	f4beeb1
;Exported on	Wednesday February 21/02/2024
;Device	M2K
;Nr of samples	3200
;Sample rate	1e+08
;Tool	Oscilloscope
;Additional Information	
Sample	Time(S)	CH1(V)	CH2(V)
504	-1e-06	1.25372	1.25924
505	-9.9e-07	1.2551	1.25924
506	-9.8e-07	1.25786	1.25924
507	-9.7e-07	1.25924	1.25924
508	-9.6e-07	1.25096	1.25786
509	-9.5e-07	1.25648	1.25924
510	-9.4e-07	1.25786	1.25648
511	-9.3e-07	1.25786	1.262
512	-9.2e-07	1.25372	1.25924
513	-9.1e-07	1.25648	1.26338
514	-9e-07	1.25648	1.25786
515	-8.9e-07	1.25786	1.25648
516	-8.8e-07	1.25372	1.25786
517	-8.7e-07	1.25786	1.262
518	-8.6e-07	1.25648	1.25924
519	-8.5e-07	1.25648	1.25924
520	-8.4e-07	1.25372	1.25924
521	-8.3e-07	1.2551	1.262
522	-8.2e-07	1.25372	1.25786
523	-8.1e-07	1.25786	1.25786
524	-8e-07	1.25786	1.25786
525	-7.9e-07	1.25924	1.262
526	-7.8e-07	1.2551	1.25786
527	-7.7e-07	1.25372	1.25924
528	-7.6e-07	1.2551	1.25924
529	-7.5e-07	1.2551	1.262
530	-7.4e-07	1.2551	1.25924
531	-7.3e-07	1.25786	1.26338
532	-7.2e-07	1.25648	1.25648
533	-7.1e-07	1.25648	1.262
534	-7e-07	1.25924	1.25786
535	-6.9e-07	1.25648	1.25786
536	-6.8e-07	1.2551	1.262
537	-6.7e-07	1.25648	1.25924
538	-6.6e-07	1.25096	1.25786
539	-6.5e-07	1.25372	1.25924
540	-6.4e-07	1.2551	1.25372
541	-6.3e-07	1.25096	1.24544
542	-6.2e-07	1.2551	1.27718
543	-6.1e-07	1.25786	1.27304
544	-6e-07	1.25372	1.25372
545	-5.9e-07	1.26614	1.2689
546	-5.8e-07	1.25786	1.25648
547	-5.7e-07	1.25786	1.25648
548	-5.6e-07	1.25924	1.26338
549	-5.5e-07	1.25648	1.24958
550	-5.4e-07	1.25924	1.26476
551	-5.3e-07	1.25786	1.26614
552	-5.2e-07	1.2551	1.25648
553	-5.1e-07	1.25924	1.26614
554	-5e-07	1.2551	1.25372
555	-4.9e-07	1.25096	1.25096
556	-4.8e-07	1.262	1.26614
557	-4.7e-07	1.2551	1.2551
558	-4.6e-07	1.25924	1.262
559	-4.5e-07	1.25924	1.262
560	-4.4e-07	1.2551	1.25372
561	-4.3e-07	1.26338	1.2758
562	-4.2e-07	1.2551	1.24682
563	-4.1e-07	1.25924	1.24406
564	-4e-07	1.26338	1.2689
565	-3.9e-07	1.24958	1.2551
566	-3.8e-07	1.25648	1.262
567	-3.7e-07	1.25924	1.2689
568	-3.6e-07	1.25096	1.25372
569	-3.5e-07	1.25786	1.2689
570	-3.4e-07	1.25786	1.262
571	-3.3e-07	1.25648	1.25096
572	-3.2e-07	1.25786	1.262
573	-3.1e-07	1.2551	1.25786
574	-3e-07	1.2551	1.25648
575	-2.9e-07	1.25648	1.26614
576	-2.8e-07	1.25372	1.2551
577	-2.7e-07	1.25924	1.262
578	-2.6e-07	1.25786	1.262
579	-2.5e-07	1.2551	1.25648
580	-2.4e-07	1.25648	1.262
581	-2.3e-07	1.25786	1.262
582	-2.2e-07	1.26062	1.25648
583	-2.1e-07	1.25648	1.262
584	-2e-07	1.25372	1.25924
585	-1.9e-07	1.25924	1.25924
586	-1.8e-07	1.25924	1.25924
587	-1.7e-07	1.25648	1.25924
588	-1.6e-07	1.25648	1.25786
589	-1.5e-07	1.25786	1.26338
590	-1.4e-07	1.25648	1.25786
591	-1.3e-07	1.25786	1.25648
592	-1.2e-07	1.25786	1.25924
593	-1.1e-07	1.25372	1.25924
594	-1e-07	1.25648	1.25786
595	-9e-08	1.25786	1.25786
596	-8e-08	1.262	1.25924
597	-7e-08	1.25924	1.26338
598	-6e-08	1.25096	1.25648
599	-5e-08	1.25786	1.262
600	-4e-08	1.2551	1.25924
601	-3e-08	1.25096	1.25924
602	-2e-08	1.26338	1.262
603	-1e-08	1.23992	1.25786
604	0	1.28132	1.2689
605	1e-08	1.46762	1.26338
606	2e-08	1.53524	1.2482
607	3e-08	1.49246	1.27028
608	4e-08	1.49522	1.26752
609	5e-08	1.50902	1.24958
610	6e-08	1.50488	1.27304
611	7e-08	1.50488	1.26614
612	8e-08	1.50488	1.25786
613	9e-08	1.50902	1.27718
614	1e-07	1.50212	1.26338
615	1.1e-07	1.50764	1.26614
616	1.2e-07	1.50764	1.27856
617	1.3e-07	1.50074	1.26752
618	1.4e-07	1.50764	1.27718
619	1.5e-07	1.50212	1.27718
620	1.6e-07	1.49798	1.27028
621	1.7e-07	1.5104	1.28408
622	1.8e-07	1.50902	1.27442
623	1.9e-07	1.50212	1.27442
624	2e-07	1.50902	1.28684
